datetime,machineID,errorID
2015-05-23T06:00:00.000000,7,error3
2015-06-24T08:00:00.000000,7,error3
2015-06-29T00:00:00.000000,7,error1
2015-07-07T06:00:00.000000,7,error2
2015-07-07T06:00:00.000000,7,error3
2015-07-13T05:00:00.000000,7,error2
2015-08-07T18:00:00.000000,7,error2
2015-08-09T06:00:00.000000,7,error3
2015-08-11T12:00:00.000000,7,error1
2015-08-30T22:00:00.000000,7,error4
2015-09-08T19:00:00.000000,7,error2
2015-09-17T18:00:00.000000,7,error1
2015-09-20T06:00:00.000000,7,error5
2015-09-22T19:00:00.000000,7,error2
2015-10-13T08:00:00.000000,7,error4
2015-10-20T06:00:00.000000,7,error2
2015-10-20T06:00:00.000000,7,error3
2015-10-31T10:00:00.000000,7,error2
2015-11-18T14:00:00.000000,7,error3
2015-11-24T22:00:00.000000,7,error3
2015-12-09T11:00:00.000000,7,error2
2015-12-16T13:00:00.000000,7,error3
2015-12-19T06:00:00.000000,7,error1
2015-01-05T05:00:00.000000,8,error2
2015-01-07T07:00:00.000000,8,error1
2015-01-15T02:00:00.000000,8,error1
2015-02-03T06:00:00.000000,8,error1
2015-02-03T23:00:00.000000,8,error4
2015-02-16T17:00:00.000000,8,error3
2015-02-20T23:00:00.000000,8,error3
2015-03-06T06:00:00.000000,8,error2
2015-03-06T06:00:00.000000,8,error3
2015-03-21T06:00:00.000000,8,error5
2015-03-26T16:00:00.000000,8,error2
2015-04-06T07:00:00.000000,8,error2
2015-04-20T06:00:00.000000,8,error2
2015-04-20T06:00:00.000000,8,error3
2015-04-30T22:00:00.000000,8,error2
2015-05-08T08:00:00.000000,8,error1
2015-05-28T01:00:00.000000,8,error2
2015-06-09T12:00:00.000000,8,error3
2015-06-28T20:00:00.000000,8,error4
2015-07-02T10:00:00.000000,8,error2
2015-07-04T17:00:00.000000,8,error2
2015-08-03T06:00:00.000000,8,error5
2015-08-14T11:00:00.000000,8,error3
2015-08-24T09:00:00.000000,8,error2
2015-09-18T11:00:00.000000,8,error3
2015-10-07T19:00:00.000000,8,error4
2015-10-10T06:00:00.000000,8,error4
2015-10-15T02:00:00.000000,8,error3
2015-10-17T06:00:00.000000,8,error5
2015-10-30T17:00:00.000000,8,error5
2015-11-03T08:00:00.000000,8,error5
2015-11-15T22:00:00.000000,8,error2
2015-11-18T22:00:00.000000,8,error3
2015-11-19T10:00:00.000000,8,error2
2015-12-15T03:00:00.000000,8,error2
2015-12-16T19:00:00.000000,8,error4
2015-12-19T11:00:00.000000,8,error4
2015-12-23T07:00:00.000000,8,error4
2015-12-23T17:00:00.000000,8,error2
2015-12-24T07:00:00.000000,8,error4
2015-12-30T21:00:00.000000,8,error4
2016-01-01T05:00:00.000000,8,error3
2015-01-04T04:00:00.000000,9,error4
2015-01-05T20:00:00.000000,9,error3
2015-01-25T02:00:00.000000,9,error1
2015-02-18T20:00:00.000000,9,error2
2015-03-03T06:00:00.000000,9,error1
2015-03-09T11:00:00.000000,9,error1
2015-03-22T08:00:00.000000,9,error3
2015-04-01T05:00:00.000000,9,error4
2015-04-10T12:00:00.000000,9,error5
2015-04-29T04:00:00.000000,9,error1
2015-06-05T11:00:00.000000,9,error2
2015-06-14T13:00:00.000000,9,error4
2015-06-16T06:00:00.000000,9,error2
2015-06-16T06:00:00.000000,9,error3
2015-06-17T23:00:00.000000,9,error4
2015-06-19T13:00:00.000000,9,error1
2015-06-22T00:00:00.000000,9,error4
2015-07-01T06:00:00.000000,9,error1
2015-07-16T06:00:00.000000,9,error2
2015-07-16T06:00:00.000000,9,error3
2015-07-30T09:00:00.000000,9,error3
2015-08-08T08:00:00.000000,9,error4
2015-08-16T05:00:00.000000,9,error1
2015-08-18T13:00:00.000000,9,error4
2015-08-18T15:00:00.000000,9,error1
2015-08-30T06:00:00.000000,9,error2
2015-08-30T06:00:00.000000,9,error3
2015-09-14T06:00:00.000000,9,error1
2015-10-12T01:00:00.000000,9,error2
2015-10-14T06:00:00.000000,9,error2
2015-10-14T06:00:00.000000,9,error3
2015-11-13T06:00:00.000000,9,error1
2015-11-19T04:00:00.000000,9,error3
2015-11-22T14:00:00.000000,9,error3
2015-11-24T14:00:00.000000,9,error3
2015-12-01T03:00:00.000000,9,error2
2015-12-13T06:00:00.000000,9,error2
2015-12-13T06:00:00.000000,9,error3
2015-12-13T07:00:00.000000,9,error4
2015-12-27T10:00:00.000000,9,error2
2015-01-01T20:00:00.000000,10,error1
2015-01-06T04:00:00.000000,10,error3
2015-01-18T06:00:00.000000,10,error2
2015-01-18T06:00:00.000000,10,error3
2015-01-22T05:00:00.000000,10,error1
2015-01-29T03:00:00.000000,10,error4
2015-02-10T00:00:00.000000,10,error1
2015-02-11T03:00:00.000000,10,error1
2015-02-12T23:00:00.000000,10,error5
2015-02-13T10:00:00.000000,10,error3
2015-03-04T00:00:00.000000,10,error2
2015-03-05T15:00:00.000000,10,error3
2015-03-18T11:00:00.000000,10,error1
2015-03-21T14:00:00.000000,10,error4
2015-03-26T08:00:00.000000,10,error1
2015-04-03T06:00:00.000000,10,error2
2015-04-03T06:00:00.000000,10,error3
2015-04-06T05:00:00.000000,10,error2
2015-04-14T00:00:00.000000,10,error3
2015-04-14T09:00:00.000000,10,error1
2015-05-18T06:00:00.000000,10,error2
2015-05-18T06:00:00.000000,10,error3
2015-05-31T03:00:00.000000,10,error1
2015-06-02T06:00:00.000000,10,error1
2015-06-12T12:00:00.000000,10,error4
2015-06-16T06:00:00.000000,10,error1
2015-06-17T06:00:00.000000,10,error2
2015-06-17T06:00:00.000000,10,error3
2015-07-01T14:00:00.000000,10,error3
2015-07-25T16:00:00.000000,10,error3
2015-07-29T04:00:00.000000,10,error5
2015-08-06T07:00:00.000000,10,error2
2015-08-10T04:00:00.000000,10,error3
2015-08-17T08:00:00.000000,10,error4
2015-09-10T11:00:00.000000,10,error1
2015-09-14T17:00:00.000000,10,error1
2015-09-18T05:00:00.000000,10,error1
2015-10-05T00:00:00.000000,10,error1
2015-10-27T13:00:00.000000,10,error3
2015-10-31T18:00:00.000000,10,error1
2015-11-09T17:00:00.000000,10,error1
2015-11-21T06:00:00.000000,10,error3
2015-12-08T21:00:00.000000,10,error2
2015-12-17T09:00:00.000000,10,error1
2015-12-23T13:00:00.000000,10,error2
2015-01-19T06:00:00.000000,11,error2
2015-01-19T06:00:00.000000,11,error3
2015-02-15T01:00:00.000000,11,error4
2015-02-18T06:00:00.000000,11,error4
2015-02-26T23:00:00.000000,11,error4
2015-03-20T07:00:00.000000,11,error3
2015-04-08T02:00:00.000000,11,error1
2015-04-12T12:00:00.000000,11,error3
2015-04-15T02:00:00.000000,11,error1
2015-04-19T06:00:00.000000,11,error2
2015-04-19T06:00:00.000000,11,error3
2015-04-19T06:00:00.000000,11,error4
2015-05-10T22:00:00.000000,11,error4
2015-05-25T23:00:00.000000,11,error1
2015-06-08T08:00:00.000000,11,error3
2015-06-16T08:00:00.000000,11,error1
2015-06-17T02:00:00.000000,11,error2
2015-06-21T13:00:00.000000,11,error4
2015-07-15T00:00:00.000000,11,error2
2015-07-18T07:00:00.000000,11,error2
2015-08-20T14:00:00.000000,11,error3
2015-08-25T22:00:00.000000,11,error2
2015-08-26T16:00:00.000000,11,error4
2015-09-04T13:00:00.000000,11,error4
2015-09-13T04:00:00.000000,11,error1
2015-09-29T17:00:00.000000,11,error4
2015-10-01T06:00:00.000000,11,error4
2015-10-08T01:00:00.000000,11,error3
2015-10-11T07:00:00.000000,11,error1
2015-10-20T16:00:00.000000,11,error1
2015-11-02T13:00:00.000000,11,error4
2015-11-03T17:00:00.000000,11,error2
2015-11-08T08:00:00.000000,11,error3
2015-11-14T09:00:00.000000,11,error2
2015-12-04T01:00:00.000000,11,error2
2015-12-11T10:00:00.000000,11,error2
2015-12-15T06:00:00.000000,11,error4
2015-12-15T21:00:00.000000,11,error2
2015-12-17T03:00:00.000000,11,error3
2015-01-06T06:00:00.000000,12,error1
2015-01-06T06:00:00.000000,12,error2
2015-01-06T06:00:00.000000,12,error3
2015-01-16T20:00:00.000000,12,error3
2015-02-06T13:00:00.000000,12,error2
2015-03-14T15:00:00.000000,12,error2
2015-03-22T06:00:00.000000,12,error2
2015-03-22T06:00:00.000000,12,error3
2015-04-03T05:00:00.000000,12,error3
2015-04-05T00:00:00.000000,12,error4
2015-04-10T17:00:00.000000,12,error2
2015-04-25T19:00:00.000000,12,error3
2015-04-26T05:00:00.000000,12,error4
2015-05-04T03:00:00.000000,12,error2
2015-05-14T10:00:00.000000,12,error1
2015-05-29T12:00:00.000000,12,error2
2015-06-13T10:00:00.000000,12,error3
2015-06-28T19:00:00.000000,12,error3
2015-07-05T06:00:00.000000,12,error1
2015-07-15T02:00:00.000000,12,error5
2015-07-17T09:00:00.000000,12,error2
2015-07-22T18:00:00.000000,12,error5
2015-08-05T05:00:00.000000,12,error2
2015-08-16T17:00:00.000000,12,error2
2015-08-28T20:00:00.000000,12,error2
2015-09-03T06:00:00.000000,12,error1
2015-09-04T20:00:00.000000,12,error2
2015-09-20T05:00:00.000000,12,error4
2015-09-30T12:00:00.000000,12,error1
2015-10-01T15:00:00.000000,12,error2
2015-10-03T00:00:00.000000,12,error4
2015-10-03T06:00:00.000000,12,error2
2015-10-03T06:00:00.000000,12,error3
2015-10-03T22:00:00.000000,12,error2
2015-10-08T23:00:00.000000,12,error1
2015-10-09T22:00:00.000000,12,error1
2015-11-04T22:00:00.000000,12,error1
2015-11-05T05:00:00.000000,12,error1
2015-11-27T00:00:00.000000,12,error3
2015-11-28T23:00:00.000000,12,error2
2015-12-12T16:00:00.000000,12,error4
2015-01-10T04:00:00.000000,13,error5
2015-01-13T21:00:00.000000,13,error3
2015-01-26T09:00:00.000000,13,error2
2015-01-27T07:00:00.000000,13,error1
2015-01-28T20:00:00.000000,13,error1
2015-02-10T20:00:00.000000,13,error1
2015-02-13T10:00:00.000000,13,error4
2015-02-14T05:00:00.000000,13,error2
2015-02-25T20:00:00.000000,13,error3
2015-03-10T18:00:00.000000,13,error3
2015-03-20T16:00:00.000000,13,error3
2015-04-06T23:00:00.000000,13,error2
2015-04-10T06:00:00.000000,13,error4
2015-04-10T06:00:00.000000,13,error5
2015-04-13T18:00:00.000000,13,error4
2015-05-05T09:00:00.000000,13,error4
2015-06-09T06:00:00.000000,13,error4
2015-06-24T06:00:00.000000,13,error5
2015-07-09T06:00:00.000000,13,error2
2015-07-09T06:00:00.000000,13,error3
2015-07-29T04:00:00.000000,13,error3
2015-08-04T18:00:00.000000,13,error2
2015-08-08T06:00:00.000000,13,error2
2015-08-08T06:00:00.000000,13,error3
2015-08-23T06:00:00.000000,13,error1
2015-08-23T06:00:00.000000,13,error4
2015-08-25T15:00:00.000000,13,error3
2015-09-03T20:00:00.000000,13,error4
2015-09-18T22:00:00.000000,13,error1
2015-09-22T06:00:00.000000,13,error5
2015-09-29T12:00:00.000000,13,error4
2015-10-04T07:00:00.000000,13,error1
2015-10-22T06:00:00.000000,13,error1
2015-10-23T18:00:00.000000,13,error5
2015-11-06T07:00:00.000000,13,error1
2015-11-26T03:00:00.000000,13,error1
2015-12-06T06:00:00.000000,13,error5
2015-12-13T17:00:00.000000,13,error5
2015-12-21T06:00:00.000000,13,error1
2015-12-21T06:00:00.000000,13,error2
2015-12-21T06:00:00.000000,13,error3
2015-12-21T08:00:00.000000,13,error1
2015-01-01T08:00:00.000000,14,error4
2015-01-03T16:00:00.000000,14,error1
2015-01-24T17:00:00.000000,14,error4
2015-01-27T11:00:00.000000,14,error4
2015-01-30T06:00:00.000000,14,error2
2015-01-30T06:00:00.000000,14,error3
2015-02-09T20:00:00.000000,14,error2
2015-02-18T21:00:00.000000,14,error5
2015-02-19T17:00:00.000000,14,error5
2015-03-01T06:00:00.000000,14,error1
2015-03-07T09:00:00.000000,14,error1
2015-03-07T17:00:00.000000,14,error2
2015-03-16T18:00:00.000000,14,error2
2015-03-17T07:00:00.000000,14,error2
2015-04-17T04:00:00.000000,14,error2
2015-04-20T01:00:00.000000,14,error5
2015-05-11T05:00:00.000000,14,error3
2015-05-12T04:00:00.000000,14,error3
2015-05-31T05:00:00.000000,14,error5
2015-06-02T20:00:00.000000,14,error4
2015-06-19T08:00:00.000000,14,error2
2015-06-25T02:00:00.000000,14,error1
2015-06-26T17:00:00.000000,14,error2
2015-07-14T06:00:00.000000,14,error1
2015-07-14T08:00:00.000000,14,error3
2015-07-29T06:00:00.000000,14,error2
2015-07-29T06:00:00.000000,14,error3
2015-08-14T12:00:00.000000,14,error4
2015-08-22T13:00:00.000000,14,error4
2015-08-28T10:00:00.000000,14,error3
2015-09-20T18:00:00.000000,14,error2
2015-10-02T18:00:00.000000,14,error3
2015-10-13T11:00:00.000000,14,error1
2015-10-21T10:00:00.000000,14,error3
2015-11-30T14:00:00.000000,14,error1
2015-12-17T00:00:00.000000,14,error5
2015-12-22T01:00:00.000000,14,error2
2015-12-23T12:00:00.000000,14,error1
2015-01-13T23:00:00.000000,15,error4
2015-01-14T06:00:00.000000,15,error3
2015-01-19T06:00:00.000000,15,error2
2015-01-19T06:00:00.000000,15,error3
2015-01-19T06:00:00.000000,15,error5
2015-01-22T23:00:00.000000,15,error1
2015-02-11T02:00:00.000000,15,error2
2015-02-14T00:00:00.000000,15,error1
2015-03-21T23:00:00.000000,15,error1
2015-03-24T20:00:00.000000,15,error1
2015-03-28T23:00:00.000000,15,error2
2015-04-06T10:00:00.000000,15,error5
2015-04-12T13:00:00.000000,15,error4
2015-04-23T02:00:00.000000,15,error2
2015-05-10T01:00:00.000000,15,error1
2015-05-30T04:00:00.000000,15,error4
2015-06-01T21:00:00.000000,15,error1
2015-06-02T00:00:00.000000,15,error2
2015-06-03T06:00:00.000000,15,error1
2015-06-11T06:00:00.000000,15,error4
2015-06-17T11:00:00.000000,15,error2
2015-06-18T06:00:00.000000,15,error2
2015-06-22T10:00:00.000000,15,error1
2015-06-24T10:00:00.000000,15,error1
2015-07-03T17:00:00.000000,15,error4
2015-07-05T15:00:00.000000,15,error2
2015-07-05T21:00:00.000000,15,error2
2015-07-07T14:00:00.000000,15,error1
2015-07-22T00:00:00.000000,15,error2
2015-08-02T06:00:00.000000,15,error1
2015-08-09T15:00:00.000000,15,error4
2015-09-01T06:00:00.000000,15,error2
2015-09-23T15:00:00.000000,15,error3
2015-10-02T13:00:00.000000,15,error3
2015-10-05T20:00:00.000000,15,error3
2015-10-07T01:00:00.000000,15,error1
2015-10-07T20:00:00.000000,15,error4
2015-10-15T13:00:00.000000,15,error4
2015-10-26T01:00:00.000000,15,error2
2015-10-31T06:00:00.000000,15,error2
2015-10-31T06:00:00.000000,15,error3
2015-10-31T06:00:00.000000,15,error5
2015-11-06T14:00:00.000000,15,error1
2015-11-11T06:00:00.000000,15,error3
2015-11-13T19:00:00.000000,15,error2
2015-11-14T19:00:00.000000,15,error4
2015-11-19T13:00:00.000000,15,error1
2015-11-20T23:00:00.000000,15,error4
2015-11-22T08:00:00.000000,15,error3
2015-12-21T22:00:00.000000,15,error3
2015-12-30T06:00:00.000000,15,error5
2015-01-16T06:00:00.000000,16,error1
2015-02-09T02:00:00.000000,16,error3
2015-02-13T00:00:00.000000,16,error1
2015-02-22T05:00:00.000000,16,error1
2015-02-27T16:00:00.000000,16,error3
2015-03-02T06:00:00.000000,16,error4
2015-03-10T01:00:00.000000,16,error3
2015-03-10T19:00:00.000000,16,error5
2015-03-13T17:00:00.000000,16,error5
2015-03-25T12:00:00.000000,16,error2
2015-04-01T06:00:00.000000,16,error1
2015-04-10T18:00:00.000000,16,error1
2015-04-22T03:00:00.000000,16,error3
2015-04-22T10:00:00.000000,16,error1
2015-04-28T08:00:00.000000,16,error4
2015-04-28T14:00:00.000000,16,error1
2015-05-16T06:00:00.000000,16,error4
2015-05-21T14:00:00.000000,16,error1
2015-05-28T17:00:00.000000,16,error2
2015-05-31T06:00:00.000000,16,error2
2015-05-31T06:00:00.000000,16,error3
2015-06-15T06:00:00.000000,16,error1
2015-06-22T11:00:00.000000,16,error3
2015-06-30T06:00:00.000000,16,error2
2015-06-30T06:00:00.000000,16,error3
2015-06-30T06:00:00.000000,16,error4
2015-07-07T12:00:00.000000,16,error2
2015-07-07T17:00:00.000000,16,error3
2015-07-07T21:00:00.000000,16,error4
2015-08-01T20:00:00.000000,16,error4
2015-08-05T08:00:00.000000,16,error1
2015-08-14T06:00:00.000000,16,error4
2015-09-22T00:00:00.000000,16,error1
2015-09-24T00:00:00.000000,16,error1
2015-10-04T12:00:00.000000,16,error3
2015-10-13T06:00:00.000000,16,error4
2015-11-26T02:00:00.000000,16,error3
2015-11-27T06:00:00.000000,16,error2
2015-11-27T06:00:00.000000,16,error3
2015-12-07T02:00:00.000000,16,error1
2015-12-16T20:00:00.000000,16,error3
2015-01-15T06:00:00.000000,17,error4
2015-01-26T23:00:00.000000,17,error2
2015-02-04T00:00:00.000000,17,error3
2015-02-13T01:00:00.000000,17,error2
2015-02-14T06:00:00.000000,17,error2
2015-02-14T06:00:00.000000,17,error3
2015-02-17T04:00:00.000000,17,error2
2015-03-04T15:00:00.000000,17,error1
2015-03-06T08:00:00.000000,17,error4
2015-03-10T18:00:00.000000,17,error3
2015-03-16T06:00:00.000000,17,error4
2015-03-22T06:00:00.000000,17,error1
2015-03-27T22:00:00.000000,17,error2
2015-03-31T06:00:00.000000,17,error2
2015-03-31T06:00:00.000000,17,error3
2015-03-31T06:00:00.000000,17,error5
2015-04-16T12:00:00.000000,17,error1
2015-04-29T11:00:00.000000,17,error4
2015-05-15T06:00:00.000000,17,error1
2015-05-19T14:00:00.000000,17,error4
2015-05-24T16:00:00.000000,17,error3
2015-06-10T08:00:00.000000,17,error1
2015-06-14T06:00:00.000000,17,error4
2015-07-14T06:00:00.000000,17,error2
2015-07-14T06:00:00.000000,17,error3
2015-07-16T00:00:00.000000,17,error3
2015-07-24T20:00:00.000000,17,error2
2015-07-25T13:00:00.000000,17,error4
2015-07-28T04:00:00.000000,17,error2
2015-07-29T06:00:00.000000,17,error1
2015-08-01T23:00:00.000000,17,error1
2015-08-08T22:00:00.000000,17,error3
2015-08-13T02:00:00.000000,17,error1
2015-08-28T06:00:00.000000,17,error5
2015-09-04T18:00:00.000000,17,error1
2015-09-06T04:00:00.000000,17,error2
2015-09-09T00:00:00.000000,17,error2
2015-09-16T06:00:00.000000,17,error5
2015-09-21T21:00:00.000000,17,error3
2015-10-07T18:00:00.000000,17,error1
2015-10-11T01:00:00.000000,17,error2
2015-10-16T02:00:00.000000,17,error2
2015-10-18T02:00:00.000000,17,error4
2015-10-27T06:00:00.000000,17,error4
2015-10-27T06:00:00.000000,17,error5
2015-11-25T18:00:00.000000,17,error2
2015-11-26T06:00:00.000000,17,error2
2015-11-26T06:00:00.000000,17,error3
2015-12-26T06:00:00.000000,17,error1
2015-01-06T19:00:00.000000,18,error1
2015-01-07T20:00:00.000000,18,error5
2015-01-10T02:00:00.000000,18,error5
2015-01-24T06:00:00.000000,18,error1
