machineID,date,mean_daily_voltage,mean_daily_rotation,mean_daily_pressure,mean_daily_vibration,error1,error2,error3,error4,error5,comp1,comp2,comp3,comp4,comp1_failure,comp2_failure,comp3_failure,comp4_failure
1,2015-02-06,170.40739119748147,432.67009060563856,100.35147636750503,38.855830846901284,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-07,170.97332448965344,461.84485103285647,101.51154546880639,40.645728057690555,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-08,167.37213513587741,445.2951593500914,100.81263296593839,41.771898440538884,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-09,168.84780210605848,447.98834927326266,101.53222549003311,39.16199760733896,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-10,167.7394533441731,448.00327022341116,97.45371610480174,42.92316533297989,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-11,172.37719273424185,450.1747665543237,95.44954759011658,38.13588944735941,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-12,168.8363353240786,430.541177123379,98.50519933344702,39.33374505073887,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-13,172.9634654073444,444.68883473419146,98.7302711883067,39.6029711878891,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-14,172.19226983909425,443.3704177955201,102.8700191770194,39.91546818748525,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-15,166.43057643870534,444.40007122213996,101.04880972124653,41.299065847456525,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-16,173.4427585114963,440.19664830307033,102.59340750261707,40.749243642372186,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-17,170.94240036057033,446.94978924211995,97.64162873628716,41.098025252455905,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-18,171.0092539259551,462.47974547325265,100.77940504668345,40.409306559825346,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-19,171.84563119922277,435.9776649763787,101.68588715626869,38.91359641522013,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2015-02-20,168.17389933644492,438.4584403632646,102.79779804028726,39.77465242079212,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-21,174.44435747412692,443.80110968012764,102.63083068333638,37.57837376135589,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-22,172.88336598931593,446.49480933146424,102.39389596892285,39.50766968689893,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-23,171.4913751421336,446.92413813764983,97.06745480742529,40.423252946207775,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-24,169.91050670009142,460.58081122026374,98.73311945713249,39.174348254566716,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-25,170.24682348317967,456.9441414002401,100.39560861024832,40.33036594615283,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-26,168.75815376585578,460.88775456176205,99.53002420546623,39.68988177400774,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-27,168.75187112598317,437.92315255578615,100.5126388221961,41.44509924135061,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-02-28,170.9921588892283,473.37362306356687,101.35382918352072,40.4494535194091,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-01,172.79167078685109,446.32194593184175,99.91612861917788,40.50048925483333,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-02,167.6833422219405,444.2491680847222,96.35454454838982,40.08462298877583,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-03,167.88529579782497,448.267515258844,98.68682362633778,40.04583208731277,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-04,183.97187386984749,457.1441100661907,102.80986134535887,41.01632604211028,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-05,188.8601607667583,439.1189540791834,99.30271500764299,39.363431597480336,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-06,172.84993342607945,456.5593622044293,101.44749181892327,39.393172842449154,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2015-03-07,165.05743771739256,440.97004332027376,102.059956114781,41.033597531860224,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-08,166.0182681049503,446.3205863396833,99.3176460161741,40.91129491979947,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-09,170.35001783791935,480.75062811124184,96.80294710805491,39.34655309851015,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-10,170.1653184955728,439.5832672581609,103.3587144228592,39.24064486142313,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-11,176.1429495480016,464.02217121775175,99.56659177938117,40.19363642640781,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-12,173.30589508189937,449.04831128000205,101.03066235469491,40.48211276205038,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-13,167.18630383613552,453.13015744716773,99.51323290782982,41.77525915564611,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-14,171.6856541017504,444.5958947040412,100.94350081004437,39.63343910125193,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-15,173.84956415102604,444.95771251267485,98.39614809499882,40.53805684594672,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-16,173.61127395649964,468.0920784001656,96.11700355910894,39.55758939498304,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-17,172.5172518598234,443.16989339130987,100.01014263412571,39.79487496872097,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-18,167.839556964681,467.26757169526036,102.75638538686263,40.714226963749404,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-19,170.47607584175088,435.78195210424497,100.9799734071607,39.292627349680004,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-20,168.9156318779038,442.9089624702355,99.21399054353871,39.46106277866041,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-21,166.48850570438432,463.13093192114593,100.14715353633017,39.947829723424086,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2015-03-22,171.75611872010685,443.9544489264197,97.2669972167249,39.21098447329033,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-23,171.61708266594158,436.736511620637,101.67829126183663,40.21701783596814,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-24,168.66118915129087,445.09032085526223,101.5113355716415,39.47450835043668,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-25,175.56017681645866,447.80519362971313,99.98946914727446,41.31343714089292,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-26,168.0235925449404,466.6413212958975,99.85044848092865,39.620151971622676,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-27,169.82230282016553,455.929213142941,99.16128159553669,39.69754022309859,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-28,170.33704692805387,461.0114900374387,101.26941235210813,39.63404674565376,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-29,171.25123186188512,443.0286507251199,103.14212694050978,39.60504957367129,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-30,173.6376331007723,441.9732025911194,100.86399022874065,40.16240497550521,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-03-31,169.3524305240467,449.5724204619012,99.45851264307866,40.784707341054954,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-01,172.75628276603746,452.07940681611325,98.65988173942439,39.70622353655201,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-02,171.06888293968007,439.2843954883795,100.06403638677615,40.14829648012442,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-03,169.69778178954468,472.91923570582554,101.29336071216896,40.63932804557883,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-04,174.04915273590916,461.04192178797354,97.57792375031953,39.13376033825478,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-05,171.66648523066203,432.0759599324378,100.03489602373647,40.78545084277152,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2015-04-06,168.6491845734284,441.57714840430066,102.01628721669101,38.953932131612,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-07,174.02102383854015,452.22690933586256,99.93392276405869,39.4070384525264,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-08,169.63403755516512,465.85265048339653,98.21464289176538,40.95689021887629,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-09,186.50424093139375,465.27106787110375,99.29197080632701,40.12473420943798,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-10,188.96635397487282,460.914269552308,99.39904161056461,41.387518364494234,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-11,168.3608114484108,457.38836729098807,100.7932344233973,40.89166646186836,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-12,169.13224574536036,466.1902427413673,98.47420289392493,40.83264170624179,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-13,169.63444880987896,449.0250931456779,118.02512484561647,39.4648605494341,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-14,170.46803505871856,447.4042116350998,125.02652188584483,38.37469451563717,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-15,166.89019624812576,467.8146485146021,106.26648521067706,38.32872882680366,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-16,173.67043848582662,455.3067780694042,98.15460874449798,40.23862565000673,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-17,171.2492386934705,457.4135198502486,100.16088919825457,38.88638175344232,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-18,170.1661320674056,386.7870345301351,100.11260085232571,38.861059426148074,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-19,172.75438825921916,372.41727184436036,102.72268459417678,39.96045755377374,0,1,1,0,0,0,0,0,0,0,0,0,0
1,2015-04-20,167.17821151486626,411.50853673479463,101.48575321064267,41.615110310783535,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2015-04-21,169.37171871790227,454.0032631783518,98.57399630051647,39.6822719924351,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-22,172.18666258283136,452.5010873652873,100.20698593229157,38.541706201169276,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-23,170.80448990156057,443.45836079548036,97.1460715422099,39.202440184076245,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-24,172.43358782291338,437.0389938297554,96.36763795378447,41.19697679283179,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-25,168.54959939873007,454.3356323519592,101.11356110260824,39.66626804383566,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-26,169.28228970131275,467.50137660404386,99.37937340033129,38.189412479423616,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-27,172.6785820197405,441.69207105780447,98.09318800428524,39.891306486832825,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-28,166.3355624726604,430.6297160550264,100.09940884801374,39.522434906819036,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-04-29,170.90230944838595,452.1176916663512,98.2646019990542,38.36456730096082,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2015-04-30,174.14150707274283,460.16415635174894,101.97001447607175,41.208224042693665,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-01,169.69789980219028,450.30839376794273,98.8468684915295,39.59168100811666,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-02,175.0293069624645,462.9273986723446,100.92441613078012,41.16586827510629,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-03,169.97017838708015,454.84868249202395,100.52150103903101,40.13180731341196,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-04,170.30589230924883,430.830967235343,101.01652127517814,39.945031703825684,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-05,170.24231395916362,443.8966653983464,102.74202332034025,41.13009582753215,0,0,0,0,0,0,1,1,0,0,0,0,0
1,2015-05-06,172.5264466727657,474.11953232292643,96.87313652377867,41.69106633536844,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-07,168.27980887409157,443.47150596270694,97.55031983072205,40.30687029295609,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-08,170.93414177244063,466.51099095606645,100.27160244068973,40.43421444110064,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-09,173.75946641316523,447.02698964394335,101.06244547500857,49.38843322104149,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-10,163.9073264287094,445.53866459988507,98.28713120872304,50.38125610359082,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-11,170.88674032398504,451.0080347098456,99.59242921115136,41.38967251125906,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-12,171.388241120873,447.85318101557795,98.44623090340856,40.93108445454296,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-13,172.26272099395098,444.49114938434354,100.89343074222357,39.20716053834165,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-14,172.39976162856885,446.39478280212523,101.42671523462076,39.33403368197296,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-15,168.41539248980126,446.0844615863475,99.06240754959906,40.54578210090278,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-16,172.38441052574998,463.9523481716121,102.55241304194107,41.993211518327854,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-17,169.13652787382028,441.8295787162096,102.23345058893462,40.567399485062914,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-18,172.70040180782814,443.7739211163935,101.1164072736034,39.81654697190995,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-19,168.51799777925376,435.0425786710778,97.42992805294841,40.17960744694959,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-20,170.05674165517158,450.3770807384922,101.43715272096084,40.63880961001887,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2015-05-21,168.34732877543175,456.8448733542247,100.74796977849242,40.93964960536659,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2015-05-22,171.86217615138312,443.9712769129139,126.04873770978834,38.86604558008553,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-23,165.48963684777195,461.6694207929564,127.06429077324789,40.568441876249715,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-24,165.34972865406908,439.55049225488256,99.25284581345024,40.538926437588586,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2015-05-25,169.8828079746871,435.54996988087595,98.02082004755397,41.26973159502787,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-26,168.5204958054426,447.88241762862157,104.42405646331592,40.62119580377656,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-27,166.58671859358387,455.07969020748095,100.30147125597342,41.48918492727545,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-28,178.46377530238496,444.88902611657727,102.50645064282986,40.69909880136789,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-29,167.7067567590647,450.00823613854465,101.1632204635241,41.176122003628976,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-30,170.06040327590057,467.1035952755943,99.44089650481017,40.472032916807784,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-05-31,166.49933411419343,438.12174516123605,102.3396900596451,40.76154478659957,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-01,167.00639889437636,440.7185983167554,102.86701224074648,39.34784954255098,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-02,169.23064753450683,378.07509105115815,102.60473352335002,39.61057185013438,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-03,168.28913907136032,378.26062270005264,97.20477091584941,39.67308844779073,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-04,168.6442203225058,450.0774521520127,111.65603453471279,38.97671433940463,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2015-06-05,171.55817606545176,435.25861849879266,126.89148803805638,40.543204634391955,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-06,174.16275337705943,460.5508757954387,114.80498100164532,40.53349031788434,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-07,191.98544237632038,444.61132157821993,100.94851478557861,40.47119687098909,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-08,188.40749749577182,461.55489337106036,96.55450516991812,39.83997105852534,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-09,167.79648438841082,440.03915425743503,103.87796563938572,39.53924991000208,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2015-06-10,167.7677439963716,447.10690796429645,102.88204400780624,39.13700864191538,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-11,169.23086910890265,460.3943424553626,100.09020551198044,39.68974462436715,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-12,170.3711174376109,451.3658091101243,99.5784304322227,39.999483858433344,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-13,166.1101584279083,432.3523879883319,100.64095492116661,39.92572028311062,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-14,173.14379465816606,445.15549878644885,97.1329101407249,41.61710467799984,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-15,171.82027994756325,451.70074106525817,97.46673876669337,39.1140045049876,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-16,173.50915107546993,469.4413556221445,98.78751356079026,40.51220278624762,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-17,172.80558192576038,469.03436814239427,101.11008898131858,46.53551379076779,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-18,169.46862163980026,457.3645482976408,101.31461572225065,48.8138967300599,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2015-06-19,174.20268760387646,460.6754796741461,100.75588024494319,42.12113319206393,0,0,0,0,0,1,0,0,1,0,0,0,1
1,2015-06-20,171.6425616799165,449.72199778722774,102.22731039277762,41.18719971100308,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-21,166.01381663405218,437.82431703168504,101.38101727073793,39.62471071869439,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-22,165.0154220904533,455.0292947238708,98.69272958787734,42.44804819942667,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-23,167.4678142278095,430.9777973358792,101.77812789413058,39.29562888462969,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2015-06-24,168.91949354927297,440.1085324705371,98.11748143689506,38.211769848501376,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-25,171.32399313843283,458.61857924577635,100.76869600568433,39.80719566985726,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-26,170.70332174868318,432.28917459038325,103.18697838817211,40.16477695958688,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-27,173.11671006986452,434.1120705043093,101.8319906462612,40.504296423173635,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-28,172.63004128747707,449.53273785587794,101.52400044943151,40.096231102120775,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-29,169.89061135101514,427.069922048373,101.63320723212797,39.497687576773366,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-06-30,173.77546780715969,428.4661437968413,97.28435211116236,40.86711559293493,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-01,167.66241086004325,459.8878613237194,95.4828304741805,39.032760545318794,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-02,166.71348326712817,436.8002347268614,99.62244179938887,39.35790600062639,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-03,167.4595539505203,444.06039363673875,97.02601422428792,39.74196972948403,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-04,171.73857690612397,448.79300563231095,97.74391662172616,42.47513124879825,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2015-07-05,167.77086550792146,442.0668469482335,101.33317677893537,39.46192770128646,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-06,170.0279839867079,441.07139473616127,102.70496451399318,36.991082591824416,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-07,172.11811716969066,468.1504924810188,102.66137025402257,43.0692745150142,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-08,165.64854638768915,443.8310244307617,102.30394997285828,49.2503377462622,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-09,167.97389842385377,449.4867041197543,101.34986370004349,49.04730806496417,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-10,173.93010598799535,444.3827427474326,99.63145548670418,41.23618442429234,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-11,165.1486245050158,470.2013954224248,107.99625067813786,39.292822493588496,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-12,167.87804162347905,442.3121681416241,124.00620075633121,47.47145644829832,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-13,161.72786455699654,459.3950204397442,117.82413724513073,50.3002897000784,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-14,170.04998092249585,460.58116822999426,99.4385855802691,43.80190711173582,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-15,170.12750295196028,470.64700513620943,101.23907194122661,40.74898500203354,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-16,169.04120596172694,448.15166932289634,101.24246727807376,40.425934182841004,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-17,166.34870734160054,451.78233721407537,97.79244441437403,39.72933865839137,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-18,169.43037111798162,442.3324931881814,95.21032743556718,39.335340948024744,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-19,167.2602040053254,457.1402519545954,100.91781689822055,40.46443022618506,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2015-07-20,172.01556306893255,443.853162219402,99.94985131627914,41.08049552045261,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-21,166.07456921509012,458.7512487407667,101.39554937753967,38.707028668062925,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-22,169.71373405010618,450.7671310776895,105.0478477323954,40.54123152890323,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-23,168.94037836601026,442.63471701515874,99.89022466084539,39.94682988853446,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-24,170.45018585328856,444.5958510340308,103.93644179778649,41.30954756555652,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2015-07-25,167.09155645909388,476.0487631825576,102.70073991762087,41.0480299702862,0,0,0,0,0,0,0,0,0,0,0,0,0
